Apalaí,Apinayé,Apurinã,Bakairi,Guajajara,Guarani,Kadiwéu,Kagwahiva,Kaigáng,Kaiwá,Karajá,Kayabí,kayapó,Macushi,Maxakalí,Mundurukú,Nadëb,Nambikuára,Parecis,Paumarí,Português,Rikbaktsa,Sateré-Mawé,Terena,Tukano,Urubu-Kaapor,Xavánte
,,,,,,,,,,umyre,,,,,,,,amairakisa,,,kyky,,,,mañacuynïć,
,,,,,,,,,,riwaijõ,,,,,,,,ewaolitihalokisa,,,takpara,,,,cawsaycuchwanc,
,,,,,,,,,,rexidoru,,,,,,,,niyehena,,,iksiwata,,,,manchacuyć,
,,,,,,,,,,ramytxy,,,,,,,,tonakonisa,,,nisizorohik,,,,piñacuyninć,
,,,,,,,,,,aryre,,,,,,,,mairaenitya,,,tatsozike,,,,tücachinacunmanc,
,,,,,,,,,,ruỹdỹỹ,,,,,,,,haxomokarehena,,,pora,,,,llaquipaypac,
,,,,,,,,,,wariòrere,,,,,,,,nakolatya,,,ahadisaha,,,,bälïñac,
,,,,,,,,,,inyrybere,,,,,,,,nokaiwa,,,mysukyry,,,,lisïtuculcälac,
,,,,,,,,,,rikyikyi,,,,,,,,naokow,,,huruk,,,,calućhüc,
,,,,,,,,,,inynyrỹre,,,,,,,,nekaokak,,,simihipyto,,,,läduscanć,
,,,,,,,,,,inyrorare,,,,,,,,ametakisoaw,,,zikspiritsokdata,,,,rabyacuycunać,
,,,,,,,,,,aõmysỹdỹỹnare,,,,,,,,xamokoaw,,,tapeha,,,,judeać,
,,,,,,,,,,rybere,,,,,,,,wiyaka,,,karipu,,,,śhalcachimulac,
,,,,,,,,,,rirahana,,,,,,,,naotyak,,,tahakyri,,,,illaytac,
,,,,,,,,,,riwaixỹru,,,,,,,,hawairatyoaw,,,iwezo,,,,ucamanñac,
,,,,,,,,,,riteàlà,,,,,,,,tyakekoaw,,,pamyi,,,,yalaycamuchunc,
,,,,,,,,,,raura,,,,,,,,xahotik,,,ataharakuruk,,,,chalapacuyć,
,,,,,,,,,,ratxima,,,,,,,,makakoal,,,kahyrizikara,,,,licayayc,
,,,,,,,,,,rãima,,,,,,,,aemahalik,,,wereky,,,,awninć,
,,,,,,,,,,reerydỹỹnanywã,,,,,,,,xexamaikohalinik,,,tazikoikaĩ,,,,quiquilläpïñac,
,,,,,,,,,,retỹnynyma,,,,,,,,hinityohalit,,,tahahudikhudik,,,,caycäć,
,,,,,,,,,,rewinyõhyyma,,,,,,,,airaek,,,nisisinini,,,,munacc,
,,,,,,,,,,ratỹỹnywã,,,,,,,,wahotik,,,mykyri,,,,cäcäć,
,,,,,,,,,,ròrenyhyywã,,,,,,,,xikawin,,,harerewabyky,,,,täcuśhanć,
,,,,,,,,,,retyhynyhyyma,,,,,,,,nokaxomokak,,,nimywata,,,,willapaculcanquic,
,,,,,,,,,,raaõmysỹdỹỹwã,,,,,,,,nowain,,,simyra,,,,jucmanyapäcüc,
,,,,,,,,,,rama,,,,,,,,hiwatyal,,,ityhỹ,,,,ishpishac,
,,,,,,,,,,reteònywã,,,,,,,,haokow,,,tahakpyzaza,,,,caćhamulac,
,,,,,,,,,,rewahinywã,,,,,,,,hanamal,,,tsimysiwata,,,,pasäcäpäc,
,,,,,,,,,,ijõdiwã,,,,,,,,aisoaw,,,awata,,,,diosć,
,,,,,,,,,,rahinyma,,,,,,,,xiwatyal,,,myharereziu,,,,chalapaculanquic,
,,,,,,,,,,rarurunywã,,,,,,,,haitoak,,,ahazozo,,,,lädüć,
,,,,,,,,,,rahõtierema,,,,,,,,xikaxaikoaw,,,myziwata,,,,watalänanć,
,,,,,,,,,,relyykõ,,,,,,,,nerekat,,,askyry,,,,tiatirać,
,,,,,,,,,,araerynanyma,,,,,,,,nahotik,,,kahyriky,,,,juchacuyanc,
,,,,,,,,,,reywinywã,,,,,,,,xinekon,,,nisiksi,,,,licachiculcänapäc,
,,,,,,,,,,araòrarunyhyyma,,,,,,,,xiwain,,,tsipizororo,,,,babiloniać,
,,,,,,,,,,rarurunyma,,,,,,,,hamalakoaw,,,tsitsatsi,,,,caśhallayquić,
,,,,,,,,,,rabiõwã,,,,,,,,hiwain,,,myporok,,,,yalunmanc,
,,,,,,,,,,rarybeõma,,,,,,,,kahalik,,,sukmy,,,,ćhasquiculcanquic,
,,,,,,,,,,reijeõhyyma,,,,,,,,ihinamakin,,,harereziu,,,,nipäculacc,
,,,,,,,,,,ratỹkỹnyma,,,,,,,,nokaxaisak,,,akpara,,,,capunc,
,,,,,,,,,,watxiõreri,,,,,,,,wahaxat,,,idisaha,,,,yaycapämunquic,
,,,,,,,,,,raholawã,,,,,,,,axomokak,,,idisahawyzozo,,,,lulaśhallanmanc,
,,,,,,,,,,ratỹỹnyõwã,,,,,,,,wiwain,,,sidyhy,,,,cunchawänacuypisc,
,,,,,,,,,,resuwã,,,,,,,,haotyak,,,nimysukni,,,,chulipacuyc,
,,,,,,,,,,watxiwa,,,,,,,,hanamak,,,arahwi,,,,munapäculañac,
,,,,,,,,,,raruõhyyma,,,,,,,,emaxahalik,,,sotsoko,,,,julaycälinquimanc,
,,,,,,,,,,rãiwã,,,,,,,,nokaoxekak,,,tabyryky,,,,isquirbishacunać,
,,,,,,,,,,retyhynyma,,,,,,,,mijin,,,ykwara,,,,limaynïć,
,,,,,,,,,,raholarenyõhyyma,,,,,,,,mokoaw,,,zawata,,,,patarać,
,,,,,,,,,,resihema,,,,,,,,hikawin,,,iharaka,,,,mañacuyninchiccunać,
,,,,,,,,,,rierynanyma,,,,,,,,ehanamakin,,,pasapy,,,,cuyaynïć,
,,,,,,,,,,raixỹruwã,,,,,,,,maxakain,,,tsapyri,,,,siñalayc,
,,,,,,,,,,rewinyõwã,,,,,,,,haxawah,,,ziktawata,,,,ćhulantacc,
,,,,,,,,,,riarima,,,,,,,,nomakan,,,tahaspirikpo,,,,tantiapäcunquic,
,,,,,,,,,,rahõtinyhyyma,,,,,,,,waimin,,,ahahudikhudik,,,,allincunać,
,,,,,,,,,,relyywã,,,,,,,,xainak,,,ihyrizikpo,,,,puntać,
,,,,,,,,,,reròtenywã,,,,,,,,xakaw,,,isizororo,,,,manchaliculcanquic,
,,,,,,,,,,aratyhynywã,,,,,,,,hinamak,,,mydisahawyzozo,,,,nunancunać,
,,,,,,,,,,rabedewowã,,,,,,,,,,,myhyriziktsokza,,,,camachicuyninć,
,,,,,,,,,,retyhynywã,,,,,,,,,,,hararikazo,,,,lulachwanc,
,,,,,,,,,,rarybemyhỹrenyre,,,,,,,,,,,katsozike,,,,limayninć,
,,,,,,,,,,arateònyma,,,,,,,,,,,myzihyrizikpo,,,,yaćhaycunawanc,
,,,,,,,,,,tuma,,,,,,,,,,,zipytsa,,,,ćhulalac,
,,,,,,,,,,raaõmysỹdỹỹnyma,,,,,,,,,,,uzuzukuk,,,,talïc,
,,,,,,,,,,raberuma,,,,,,,,,,,tsaspirikporẽta,,,,uculcänayquic,
,,,,,,,,,,rexitòenyhyyma,,,,,,,,,,,ihyrizikarara,,,,ćhasquipäcunquic,
,,,,,,,,,,rexitòenywã,,,,,,,,,,,mysiakmyi,,,,äśhalayänapäc,
,,,,,,,,,,rewahinyhyyma,,,,,,,,,,,iakpara,,,,wañupäcunquiläc,
,,,,,,,,,,rahaõhyyma,,,,,,,,,,,nimymyi,,,,quiquinć,
,,,,,,,,,,rerybedỹỹnywã,,,,,,,,,,,izozo,,,,ipać,
,,,,,,,,,,retama,,,,,,,,,,,puruk,,,,lulaycaćhaśhallanchicpac,
,,,,,,,,,,reraòwã,,,,,,,,,,,mysukza,,,,manchaculcäc,
,,,,,,,,,,raruwã,,,,,,,,,,,zikoikaĩ,,,,filadelfiać,
,,,,,,,,,,rariòwyma,,,,,,,,,,,tahadyhy,,,,pishipacuynïcunać,
,,,,,,,,,,reròõwã,,,,,,,,,,,katarabaja,,,,ingañacuyanquic,
,,,,,,,,,,reteòsinyma,,,,,,,,,,,tapapyk,,,,limayllać,
,,,,,,,,,,reerywã,,,,,,,,,,,tahahyrizitsokza,,,,aycuyc,
,,,,,,,,,,rewinyma,,,,,,,,,,,zikzihyrizikpo,,,,rasuncäć,
,,,,,,,,,,raberuõhyywã,,,,,,,,,,,mymysinini,,,,uyalilac,
,,,,,,,,,,reraòma,,,,,,,,,,,tsikpypyrik,,,,acamanquimanc,
,,,,,,,,,,reteòwã,,,,,,,,,,,tasukmoza,,,,lantantac,
,,,,,,,,,,raruma,,,,,,,,,,,mysimyitsapyri,,,,unpäc,
,,,,,,,,,,rabiwã,,,,,,,,,,,mymyitsapyry,,,,rebecać,
,,,,,,,,,,rahõtinyõhyyma,,,,,,,,,,,kadyhy,,,,allincällać,
,,,,,,,,,,retinywã,,,,,,,,,,,ahahyriziktsokza,,,,manchaliyc,
,,,,,,,,,,raòrarunyõhyywã,,,,,,,,,,,hwi,,,,nishäcänüc,
,,,,,,,,,,relema,,,,,,,,,,,sibyryky,,,,limaycälishunquipisc,
,,,,,,,,,,riòludunywã,,,,,,,,,,,isakizozo,,,,julucüc,
,,,,,,,,,,rabima,,,,,,,,,,,tahyrizikpo,,,,lipäcuyc,
,,,,,,,,,,rahõtinywã,,,,,,,,,,,imyspirikpo,,,,iwalapäculac,
,,,,,,,,,,rexieryma,,,,,,,,,,,piknutsazoko,,,,paycunać,
,,,,,,,,,,riroxima,,,,,,,,,,,iharereziu,,,,uculcälac,
,,,,,,,,,,retehewã,,,,,,,,,,,ykyri,,,,janällayquić,
,,,,,,,,,,rejujuma,,,,,,,,,,,ihyrizikok,,,,wañuchishac,
,,,,,,,,,,rirowòwydynyma,,,,,,,,,,,zikatsimoe,,,,mansibacunquic,
,,,,,,,,,,ratyyritinyma,,,,,,,,,,,sizuzukuk,,,,muyülïninchicć,
,,,,,,,,,,rexirurudỹỹnyhyyma,,,,,,,,,,,ituta,,,,nunawanc,
,,,,,,,,,,rahõtinyma,,,,,,,,,,,takwi,,,,wañupacuyäcäpïc,
,,,,,,,,,,roirekõma,,,,,,,,,,,tywata,,,,shiminchicć,
,,,,,,,,,,resuma,,,,,,,,,,,tapuruk,,,,capadociacunać,
,,,,,,,,,,rewahinyma,,,,,,,,,,,iharakoro,,,,caycuśhanć,
,,,,,,,,,,raitxeòkirubudỹỹnanyma,,,,,,,,,,,mynasihyrizikpoba,,,,taytäć,
,,,,,,,,,,rebedeerynywã,,,,,,,,,,,tahastu,,,,utać,
,,,,,,,,,,rewiòhenanywã,,,,,,,,,,,wezoko,,,,anlatacüc,
,,,,,,,,,,reàlàma,,,,,,,,,,,zikbeze,,,,illayllapïc,
,,,,,,,,,,araixitòedỹỹnyrenyma,,,,,,,,,,,tahyrikosokda,,,,gänaśhac,
,,,,,,,,,,ibutere,,,,,,,,,,,siukpu,,,,piñanacuyätac,
,,,,,,,,,,rewisỹnywã,,,,,,,,,,,iokpyri,,,,licalcapäcunmanc,
,,,,,,,,,,reròkõhyywã,,,,,,,,,,,imyitsapyri,,,,asiacunać,
,,,,,,,,,,reòludunyma,,,,,,,,,,,myhyrizikpyryryk,,,,uśhunquiñac,
,,,,,,,,,,retỹnynynyma,,,,,,,,,,,ispupu,,,,atipachwanc,
,,,,,,,,,,ròrenywã,,,,,,,,,,,kapuruk,,,,pallaynincunać,
,,,,,,,,,,rarurunytyhyma,,,,,,,,,,,ahaspirikporẽtsa,,,,wañuchipäcümanc,
,,,,,,,,,,reerynanyma,,,,,,,,,,,pyto,,,,ulumanc,
,,,,,,,,,,reyrubunyma,,,,,,,,,,,pokpeda,,,,lulaycüninc,
,,,,,,,,,,raaõmysỹdỹỹma,,,,,,,,,,,kamywataha,,,,pilyayniquić,
,,,,,,,,,,reeryma,,,,,,,,,,,kahudikhudik,,,,munanmanc,
,,,,,,,,,,raberuwã,,,,,,,,,,,disahawyzozo,,,,jicutanmanñac,
,,,,,,,,,,retaõhyywã,,,,,,,,,,,ikspiritsokdata,,,,tucalpamuyć,
,,,,,,,,,,reritinyma,,,,,,,,,,,asohometu,,,,śhapämulanquic,
,,,,,,,,,,rewinywã,,,,,,,,,,,adyhy,,,,jäculañac,
,,,,,,,,,,raruhyyma,,,,,,,,,,,bazizororo,,,,mincaycälimanc,
,,,,,,,,,,rarowã,,,,,,,,,,,sininikara,,,,caynïć,
,,,,,,,,,,raraykynyma,,,,,,,,,,,opu,,,,cutipaculac,
,,,,,,,,,,reysawã,,,,,,,,,,,zahasapy,,,,cayächiyc,
,,,,,,,,,,raryberenyma,,,,,,,,,,,sikypykyk,,,,ćhasquipämanquic,
,,,,,,,,,,rawã,,,,,,,,,,,nasepyk,,,,chimpanć,
,,,,,,,,,,rarybewã,,,,,,,,,,,amyzo,,,,limayllac,
,,,,,,,,,,raixỹruõlema,,,,,,,,,,,pisukza,,,,ullayquipïc,
,,,,,,,,,,ratỹỹnyma,,,,,,,,,,,kamyspirikpo,,,,allpällać,
,,,,,,,,,,watxima,,,,,,,,,,,pikzororo,,,,imanilapisc,
,,,,,,,,,,urityhywã,,,,,,,,,,,sidisaha,,,,chalachishunc,
,,,,,,,,,,relyyma,,,,,,,,,,,ahaharekbo,,,,pampacuśhanchicć,
,,,,,,,,,,reõnonyõhyywã,,,,,,,,,,,tyhyrizikpo,,,,chalapacünincunać,
,,,,,,,,,,rotỹỹnyma,,,,,,,,,,,sidisahawyzozo,,,,apaycälishäć,
,,,,,,,,,,rewinyõhyywã,,,,,,,,,,,siharerewabyky,,,,lluyć,
,,,,,,,,,,rexideòsinywã,,,,,,,,,,,mozikyrizikpo,,,,tamarć,
,,,,,,,,,,reerydỹỹnanyma,,,,,,,,,,,tapora,,,,lulapäcuyläc,
,,,,,,,,,,reama,,,,,,,,,,,ipapepehyrizik,,,,śhapämunquimanc,
,,,,,,,,,,raholama,,,,,,,,,,,mytywata,,,,uyalichimächunñac,
,,,,,,,,,,rewowydynywã,,,,,,,,,,,inasihyrizikpo,,,,cutichipäcuyc,
,,,,,,,,,,reijõnyma,,,,,,,,,,,isoho,,,,ćhasquiycapäculac,
,,,,,,,,,,reàlàwã,,,,,,,,,,,myrikapu,,,,diostanüc,
,,,,,,,,,,reòbyma,,,,,,,,,,,simyitsapyri,,,,bïdanć,
,,,,,,,,,,rõhõtinywã,,,,,,,,,,,pahasinini,,,,ucüc,
,,,,,,,,,,taraykynymyhỹt,,,,,,,,,,,azororo,,,,limalicuynïć,
,,,,,,,,,,teijemahãt,,,,,,,,,,,kaskyry,,,,callaptinc,
,,,,,,,,,,texitòenyõhyyt,,,,,,,,,,,akpyzaza,,,,allincunallać,
,,,,,,,,,,tiwaraòõhyymahãt,,,,,,,,,,,tahuruk,,,,awnipäculac,
,,,,,,,,,,atximyhỹt,,,,,,,,,,,tahazukuruk,,,,lulacachunc,
,,,,,,,,,,tahõtinamahãt,,,,,,,,,,,nisisuke,,,,fistachacuycunać,
,,,,,,,,,,tiwaerymahãt,,,,,,,,,,,sihobyk,,,,alawacuyc,
,,,,,,,,,,tetehemahãt,,,,,,,,,,,anahyrinymyry,,,,sänaycachipällämanc,
,,,,,,,,,,tiwatyhynyõlemahãt,,,,,,,,,,,ihizikik,,,,pinsaynïwanc,
,,,,,,,,,,terubunyt,,,,,,,,,,,ipokpeda,,,,ćhulapäcüc,
,,,,,,,,,,tewasynyt,,,,,,,,,,,mynamyhyrizikpo,,,,malcacunäć,
,,,,,,,,,,tiwaninit,,,,,,,,,,,mysukpehe,,,,aysaycunmantacc,
,,,,,,,,,,tewesenanyt,,,,,,,,,,,kabeze,,,,wañuchwanc,
,,,,,,,,,,tariaõlet,,,,,,,,,,,pahawata,,,,lisinacuśhancunać,
,,,,,,,,,,teòludunymyhỹt,,,,,,,,,,,tsitsi,,,,caycunmanc,
,,,,,,,,,,tadexinohõtinyt,,,,,,,,,,,zizororor,,,,quiquiquicunallać,
,,,,,,,,,,tatỹỹnymahãt,,,,,,,,,,,tsimymywata,,,,licaycachishäc,
,,,,,,,,,,tadelet,,,,,,,,,,,ihyrikosokda,,,,cutichinmanñac,
,,,,,,,,,,tiwabinadỹỹnymahãt,,,,,,,,,,,ahauzuzukuk,,,,ćhasquipäcunmanc,
,,,,,,,,,,tarabemahãt,,,,,,,,,,,tsakyky,,,,ulüć,
,,,,,,,,,,texitòenymahãt,,,,,,,,,,,anapyto,,,,isquirbïshać,
,,,,,,,,,,teukot,,,,,,,,,,,anapokpeda,,,,barcunć,
,,,,,,,,,,texisuhòsuhòmahãt,,,,,,,,,,,iharazozik,,,,pishimanc,
,,,,,,,,,,teàlàmahãt,,,,,,,,,,,taopu,,,,jucć,
,,,,,,,,,,tewisỹnyt,,,,,,,,,,,siakpara,,,,pantiuncäć,
,,,,,,,,,,tehut,,,,,,,,,,,mymykubyri,,,,ashiyäc,
,,,,,,,,,,tewiòhenanyt,,,,,,,,,,,tymywata,,,,cawsayniquicunać,
,,,,,,,,,,tetyhynyõhyymahãt,,,,,,,,,,,tysiharerepyk,,,,patyuć,
,,,,,,,,,,tiwamyõlemyhỹt,,,,,,,,,,,tyrykzu,,,,mićhanüc,
,,,,,,,,,,tahõtinyt,,,,,,,,,,,kytsaharerewabyky,,,,lulaśhayquipïc,
,,,,,,,,,,tatỹỹnyt,,,,,,,,,,,ziksimyi,,,,suwalac,
,,,,,,,,,,teriwiòhenanyt,,,,,,,,,,,kamypeha,,,,laquicacuyc,
,,,,,,,,,,tewahinymahãt,,,,,,,,,,,huakyri,,,,atipäculañac,
,,,,,,,,,,teakamahãt,,,,,,,,,,,hyrizikpo,,,,wayuñäc,
,,,,,,,,,,tarybemahãt,,,,,,,,,,,tazõrõrõ,,,,lulälunmanc,
,,,,,,,,,,texixat,,,,,,,,,,,tabetesa,,,,jinantinć,
,,,,,,,,,,atxõhyylemyhỹt,,,,,,,,,,,kahyrikosokza,,,,mïnusc,
,,,,,,,,,,teryt,,,,,,,,,,,zoko,,,,chayllactac,
,,,,,,,,,,taòrarunyt,,,,,,,,,,,zikmykyri,,,,munaynincunallać,
,,,,,,,,,,tanohõtimyhỹt,,,,,,,,,,,sihyriziktsokza,,,,waycachiculcayc,
,,,,,,,,,,tewiòhenanyõmahãt,,,,,,,,,,,tahamyra,,,,sirbichicunäpäc,
,,,,,,,,,,teòwynymahãt,,,,,,,,,,,tsimysimyi,,,,ćhulanmanc,
,,,,,,,,,,tetamadỹỹnyt,,,,,,,,,,,disaha,,,,mućhuycäć,
,,,,,,,,,,tahamyhỹt,,,,,,,,,,,myspihikbata,,,,allaycuycäć,
,,,,,,,,,,tesỹnymahãt,,,,,,,,,,,itsapyri,,,,calac,
,,,,,,,,,,texitykynymahãt,,,,,,,,,,,pizozikba,,,,chimpallanć,
,,,,,,,,,,tadòòset,,,,,,,,,,,siopu,,,,caćhaycapäcuyc,
,,,,,,,,,,texiywinyõt,,,,,,,,,,,tamyra,,,,tapućhaculcälac,
,,,,,,,,,,tiwahet,,,,,,,,,,,adisaha,,,,upyayc,
,,,,,,,,,,terỹsỹmahãt,,,,,,,,,,,wabyky,,,,pishipapäcuyc,
,,,,,,,,,,terỹsỹmyhỹt,,,,,,,,,,,tysipyk,,,,yaćhachimäśhallanchicć,
,,,,,,,,,,tetyhynytenyõhyymahãt,,,,,,,,,,,rikapu,,,,canquic,
,,,,,,,,,,tetyhynyõlemyhỹt,,,,,,,,,,,hokbo,,,,licapäcunquic,
,,,,,,,,,,tetaõmahãt,,,,,,,,,,,tahabyryky,,,,jucllawanaculcayc,
,,,,,,,,,,tetyhynytyhyt,,,,,,,,,,,myharasusu,,,,uywayllanñac,
,,,,,,,,,,ahãt,,,,,,,,,,,hyriziktsokza,,,,wañuchichwanc,
,,,,,,,,,,teerytenykõlemahãt,,,,,,,,,,,tsikzihyrizikpo,,,,capäcuyc,
,,,,,,,,,,tetyhynyõmahãt,,,,,,,,,,,tsikspirikpota,,,,ñacayalcayc,
,,,,,,,,,,tatyhyt,,,,,,,,,,,tyhuruk,,,,atipäśhayquić,
,,,,,,,,,,tetyhynyõt,,,,,,,,,,,kakpyzaza,,,,lipäcunquimanläc,
,,,,,,,,,,teyrubunymahãt,,,,,,,,,,,ykara,,,,wañuchinanpäc,
,,,,,,,,,,tarybemyhỹt,,,,,,,,,,,zitu,,,,üc,
,,,,,,,,,,teòbitinyt,,,,,,,,,,,zimoe,,,,mallilcälïlapisc,
,,,,,,,,,,teteònymahãt,,,,,,,,,,,kadisahawyzozo,,,,śhamunmanc,
,,,,,,,,,,tebòrònyõt,,,,,,,,,,,mydisahaka,,,,chalapacunchicc,
,,,,,,,,,,tebedeerynyt,,,,,,,,,,,ahapo,,,,yupayć,
,,,,,,,,,,tiwaerykõmahãt,,,,,,,,,,,ziknasihyrizikpo,,,,maquinćhüñac,
,,,,,,,,,,tetyhynymyhỹt,,,,,,,,,,,siperyky,,,,cañäc,
,,,,,,,,,,torokomahãt,,,,,,,,,,,putok,,,,üructac,
,,,,,,,,,,tetyhynytyhymahãt,,,,,,,,,,,imysapyta,,,,nunallapïc,
,,,,,,,,,,teurihit,,,,,,,,,,,mytarabaja,,,,nishancäć,
,,,,,,,,,,tõhõtinyt,,,,,,,,,,,myhudikhudik,,,,chalapacuyniquić,
,,,,,,,,,,tewotòenymahãt,,,,,,,,,,,kasoho,,,,ürullapïc,
,,,,,,,,,,tewesenat,,,,,,,,,,,situta,,,,caćhaycälishayquic,
,,,,,,,,,,terymahãt,,,,,,,,,,,spirikpo,,,,camalachiculac,
,,,,,,,,,,teninimyhỹt,,,,,,,,,,,zikpehata,,,,yanapaycunquic,
,,,,,,,,,,tòit,,,,,,,,,,,kazik,,,,läduć,
,,,,,,,,,,teòtiinyt,,,,,,,,,,,myskeporok,,,,wancać,
,,,,,,,,,,tewinyõmahãt,,,,,,,,,,,pimoe,,,,cuyacuynïć,
,,,,,,,,,,texihitxinyt,,,,,,,,,,,pahazu,,,,quilläć,
,,,,,,,,,,tatỹỹnymyhỹt,,,,,,,,,,,ihudikhudik,,,,tantiacunc,
,,,,,,,,,,tabedewot,,,,,,,,,,,mydyhydyhy,,,,liñäc,
,,,,,,,,,,tiwatyhynyõhyymahãt,,,,,,,,,,,mykpara,,,,ucamanc,
,,,,,,,,,,teeryõt,,,,,,,,,,,mozihyrizikpo,,,,cämanć,
,,,,,,,,,,teerytenyõhyymahãt,,,,,,,,,,,zikokzo,,,,watać,
,,,,,,,,,,teòtiinyõt,,,,,,,,,,,horok,,,,micapäcuśhanć,
,,,,,,,,,,tewitxiranyt,,,,,,,,,,,tsioknahatsa,,,,juluylläwanc,
,,,,,,,,,,taumynyõmahãt,,,,,,,,,,,sihudikhudik,,,,atipapäcüc,
,,,,,,,,,,teraòt,,,,,,,,,,,zikwata,,,,unć,
,,,,,,,,,,tarumahãt,,,,,,,,,,,tahamoe,,,,pinsalcäliyc,
,,,,,,,,,,texiemyhỹt,,,,,,,,,,,imyrawy,,,,anchicć,
,,,,,,,,,,tetyhynylet,,,,,,,,,,,tahahokbo,,,,jamuyänacuyayc,
,,,,,,,,,,taholaõt,,,,,,,,,,,isopyk,,,,yaćhachicuyć,
,,,,,,,,,,mahãt,,,,,,,,,,,sidisahawyzozokoro,,,,añatacc,
,,,,,,,,,,tesurònanyt,,,,,,,,,,,zikpizi,,,,suyñuyninć,
,,,,,,,,,,tesuhòmahãt,,,,,,,,,,,ikzumuta,,,,ashipäcuyc,
,,,,,,,,,,tiwaeryt,,,,,,,,,,,tazukuruk,,,,timpucunać,
,,,,,,,,,,teriõt,,,,,,,,,,,tsipahuruk,,,,getsemanïć,
,,,,,,,,,,tòtat,,,,,,,,,,,simyhohoro,,,,iluć,
,,,,,,,,,,taholaõhyymahãt,,,,,,,,,,,mypara,,,,muyuncäć,
,,,,,,,,,,teerymyhỹt,,,,,,,,,,,nisimoe,,,,acunc,
,,,,,,,,,,tadòit,,,,,,,,,,,taharikapu,,,,ayllullanć,
,,,,,,,,,,tahoõtinymahãt,,,,,,,,,,,takpyzaza,,,,caśhunc,
,,,,,,,,,,tiwamyt,,,,,,,,,,,makpara,,,,jamuyänacunac,
,,,,,,,,,,tahõtinymahãt,,,,,,,,,,,zikzororo,,,,tincuchicümanc,
,,,,,,,,,,tewinymyhỹt,,,,,,,,,,,wezo,,,,limalcälinpisc,
,,,,,,,,,,teeryõmahãt,,,,,,,,,,,siuzuzukuk,,,,wañulpächinc,
,,,,,,,,,,tariatenyõhyymahãt,,,,,,,,,,,siokyrysarobyk,,,,cayninmannüc,
,,,,,,,,,,tiwatyhynyõt,,,,,,,,,,,mysimoe,,,,maquinchicć,
,,,,,,,,,,texihut,,,,,,,,,,,tyzororo,,,,caśhancäć,
,,,,,,,,,,taaõmysỹdỹỹnihikỹmahãt,,,,,,,,,,,iharekwara,,,,juchacunać,
,,,,,,,,,,teijiradỹỹnymahãt,,,,,,,,,,,uzuzuk,,,,isquirbishać,
,,,,,,,,,,teeryõhyyt,,,,,,,,,,,ahakpara,,,,maquiquić,
,,,,,,,,,,tabimyhỹt,,,,,,,,,,,mypyby,,,,gubirnunć,
,,,,,,,,,,taditeònyt,,,,,,,,,,,tahanymyry,,,,aysaycunmanc,
,,,,,,,,,,teesenymahãt,,,,,,,,,,,okpeda,,,,lasacllać,
,,,,,,,,,,tahõtinyõt,,,,,,,,,,,tsikmywata,,,,isquirbïshac,
,,,,,,,,,,tetehet,,,,,,,,,,,anaspirikpo,,,,puliyanmanc,
,,,,,,,,,,tawoxieryterenyt,,,,,,,,,,,myzokdi,,,,licachicuyc,
,,,,,,,,,,teywinyõmyhỹt,,,,,,,,,,,tsisarara,,,,ipäć,
,,,,,,,,,,tetòenyt,,,,,,,,,,,iharapepe,,,,limalcachilac,
,,,,,,,,,,taholamahãt,,,,,,,,,,,tahaopu,,,,milaynincunac,
,,,,,,,,,,tewinymahãt,,,,,,,,,,,azik,,,,micuyć,
,,,,,,,,,,tarot,,,,,,,,,,,aharereziu,,,,ashipämayc,
,,,,,,,,,,teeryõlemahãt,,,,,,,,,,,natahyrizik,,,,laquicuyächunc,
,,,,,,,,,,teraòmahãt,,,,,,,,,,,sizororo,,,,illayniyüc,
,,,,,,,,,,teysatenyõhyymãhãt,,,,,,,,,,,myokny,,,,ashipäcunquic,
,,,,,,,,,,tetidit,,,,,,,,,,,tahazikwoekaĩ,,,,chacchaycälimälanquic,
,,,,,,,,,,tiwadyt,,,,,,,,,,,pikwata,,,,micunmanc,
,,,,,,,,,,tetxiõnyt,,,,,,,,,,,mymai,,,,chalapacuyalcayñac,
,,,,,,,,,,atximahãt,,,,,,,,,,,nasiharasu,,,,wayulac,
,,,,,,,,,,tiwaninimyhỹt,,,,,,,,,,,okara,,,,pantiuncunällać,
,,,,,,,,,,tahaỹnanyt,,,,,,,,,,,tsizororo,,,,aysachicuyalcayc,
,,,,,,,,,,teitxenanymahãt,,,,,,,,,,,ziharamwe,,,,casaraculcanc,
,,,,,,,,,,taholaõhyyt,,,,,,,,,,,kaspirikpo,,,,lisiycachilac,
,,,,,,,,,,tetyhynymahãt,,,,,,,,,,,nisisukni,,,,fistäć,
,,,,,,,,,,tetoonyt,,,,,,,,,,,ahaõtutsakara,,,,lamarcäć,
,,,,,,,,,,teteònyt,,,,,,,,,,,pyryryk,,,,camacaynincäć,
,,,,,,,,,,taykarananyt,,,,,,,,,,,ikwata,,,,camachicuymannüc,
,,,,,,,,,,tekoat,,,,,,,,,,,ikyky,,,,jesusc,
,,,,,,,,,,rahõtinyt,,,,,,,,,,,zazororo,,,,cayalcänayquic,
,,,,,,,,,,teysat,,,,,,,,,,,zozokoro,,,,mañapaculcälacc,
,,,,,,,,,,tedyt,,,,,,,,,,,myweryky,,,,pulicüc,
,,,,,,,,,,tewowydynymahãt,,,,,,,,,,,harasu,,,,ishcayyayc,
