f,b,bal,at,is,bar,i,d,abr,a,ab,cr,ins,n,v,desce,c,j,je,pa,antepa,pu,pru,descen
falaram,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,crianças,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,jejua,,,,,
,,,,,,,,,,,,,,,,,jejua,,,,,,
,,,,,,,,,,,,,,,,comilão,,,,,,,
,,,,,,,,,acusar,,,,,,,,,,,,,,
,,,atendido,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,vendido,,,,,,,,,
,,,,,,,,,,,,,,,,corazim,,,,,,,
,,,,,,,dessem,,,,,,,,,,,,,,,,
,,,,,,,,,,,cressem,,,,,,,,,,,,
,,,,,,,,,,,,,,,,cinzas,,,,,,,
,,,,,,,,,,,,,,viria,,,,,,,,,
,,,,,,,,,,,,instrução,,,,,,,,,,,
,,,,,,,,,,,,,,,,cargas,,,,,,,
,bondoso,,,,,,,,,,,,,,,,,,,,,,
fáceis,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,passando,,,,
,,,,,,,,,,,,,,,,colher,,,,,,,
,,,,,,,,,,,,,nossa,,,,,,,,,,
fariam,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,culpa,,,,,,,
,,,,,,,,,,,,,,,,,joga,,,,,,
,,,,,,,,,,,,,,,,cair,,,,,,,
,,,,,,,,,,,,,,venda,,,,,,,,,
,,,,,,igual,,,,,,,,,,,,,,,,,
,,,,,,,,,apagará,,,,,,,,,,,,,,
,,,ataca,,,,,,,,,,,,,,,,,,,,
fraca,,,,,,,,,,,,,,,,,,,,,,,
,,,,,barraca,,,,,,,,,,,,,,,,,,
,,,,,,,,,agirá,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,causa,,,,,,,
,,,,,,,,,,,,,,,,,justiça,,,,,,
,,,,,,,,,,,,,,,,cego,,,,,,,
,,,,,,,,,,,,,,,,,juntava,,,,,,
,,,,,,,,,,,,,,,,,,,país,,,,
,,,,,,,divide,,,,,,,,,,,,,,,,
,,,,,,,,,,,,instruído,,,,,,,,,,,
,batendo,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,amarrá,,,,,,,,,,,,,,
favor,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ajuda,,,,,,,,,,,,,,
,,,,,,,,,ajuntar,,,,,,,,,,,,,,
futuro,,,,,,,,,,,,,,,,,,,,,,,
,boca,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,contas,,,,,,,
,,,,,,inútil,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,julgar,,,,,,
,,,,,,,,,,,creremos,,,,,,,,,,,,
,,,,,,,,,,,,,,veremos,,,,,,,,,
,,,,,,,,,,,,,nínive,,,,,,,,,,
,,,,,,,,,,,,,,,,,jantar,,,,,,
,,,,,,,,,,,,,,,,cantar,,,,,,,
,,,,,,,,,,,,,,,,,jonas,,,,,,
,,,,,,,donas,,,,,,,,,,,,,,,,
,,,,,,,,,age,,,,,,,,,,,,,,
,,,,,,,,,,,,,,voltar,,,,,,,,,
,buscar,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,contou,,,,,,,
,,,,,,,,,apontou,,,,,,,,,,,,,,
,,,,,,irmã,,,,,,,,,,,,,,,,,
,,,,,,,,,ajuntou,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,caia,,,,,,,
,,,,,,,,,,,,,,,,comeram,,,,,,,
funda,,,,,,,,,,,,,,,,,,,,,,,
,base,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,case,,,,,,,
,,,,,,,dedos,,,,,,,,,,,,,,,,
,,,,,,,,,andem,,,,,,,,,,,,,,
,,,,isaías,,,,,,,,,,,,,,,,,,,
,,,,,,isaías,,,,,,,,,,,,,,,,,
fechada,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,acharam,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,curaria,,,,,,,
,,,,,,,,,,,,,,,,,,,parábola,,,,
,,,,,,,,,aceitam,,,,,,,,,,,,,,
,,,,,,ilusão,,,,,,,,,,,,,,,,,
frutos,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,inimigo,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,joio,,,,,,
,,,,,,,,,amaram,,,,,,,,,,,,,,
,,,,,,,deixem,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,juntos,,,,,,
,,,,,,,,,amarrem,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,colham,,,,,,,
,,,,,,,,,,,,,nega,,,,,,,,,,
,,,,,,,,,,,cresce,,,,,,,,,,,,
,,,,,,,desce,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,cresce,,,,,,,
,,,,,,,,,,,,,,,,chega,,,,,,,
farinha,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,contado,,,,,,,
,,,,,,,,,,,,,,,,,jumenta,,,,,,
,,,,,,,,,,,criação,,,,,,,,,,,,
,,,,,,,,,,,,,,,,criação,,,,,,,
,,,,,,,,,,,,,,,,,,,,,puxou,,
,,,,,,,deixou,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,juntado,,,,,,
,,,,,,,,,,,,,,,,,jogarão,,,,,,
feliz,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,compra,,,,,,,
,,,,,,,,,,,,,,valor,,,,,,,,,
,,,,,,,,,,,,,,,,calor,,,,,,,
,,,,,,,,,apanha,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,cheia,,,,,,,
,,,,,,,,,,,,,,,,cestos,,,,,,,
,,,,,,,,,,,,,,,,,jogados,,,,,,
,,,,,,,,,,,,,,,,cairão,,,,,,,
,,,,,,,,,,,,,,,,,,,paulo,,,,
,,,,,,,,,,,,,,,,contar,,,,,,,
,,,,,,,,,,,,,,,,,judas,,,,,,
,,,,,,,,,,,,,,vários,,,,,,,,,
,,,,,,,,,amarrar,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jogá,,,,,,
,,,,,,,,,achavam,,,,,,,,,,,,,,
,,,,,,,dançou,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,comprem,,,,,,,
,,,,,,,,,,,,,,,,cinco,,,,,,,
,,,,,,,,,,,,,,,,,,,partiu,,,,
,,,,,,,,,,,,,,,,cheios,,,,,,,
,,,,,,,,,,,,,,vissem,,,,,,,,,
,batiam,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afundar,,,,,,,,,,,,,,
,,,,,,,duvidou,,,,,,,,,,,,,,,,
,,,,,,,,,acalmou,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,passaram,,,,
,,,,,,,,,,,,,,,,cavar,,,,,,,
,bebemos,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,antigos,,,,,,,,,,,,,,
fiquei,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,impuro,,,,,,,,,,,,,,,,,
,,,,,,impura,,,,,,,,,,,,,,,,,
,,,,,,,,,acabam,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,caindo,,,,,,,
,,,,,,,,,,,crimes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,crimes,,,,,,,
,,,,,,,,,atrás,,,,,,,,,,,,,,
,,,,,barulho,,,,,,,,,,,,,,,,,,
,barulho,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ajude,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,caem,,,,,,,
falavam,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,andavam,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,cantos,,,,,,,
fizesse,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,chover,,,,,,,
,,,,,,,,,aplicar,,,,,,,,,,,,,,
,,,,,,,,,alertas,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,parti,,,,
,,,,,,,,,afirmou,,,,,,,,,,,,,,
,,,,,,igreja,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,chaves,,,,,,,
,,,,,,,,,,,,,,verei,,,,,,,,,
,,,atendê,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,adianta,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,crerão,,,,,,,
,,,,,,,,,,,,,,,,consigo,,,,,,,
,brancas,,,,,,,,,,,,,,,,,,,,,,
,,,,,,irmos,,,,,,,,,,,,,,,,,
,,,,,barracas,,,,,,,,,,,,,,,,,,
fracas,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,cobriu,,,,,,,
,,,,,,,,,,,,,,,,cantem,,,,,,,
,,,ataques,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ataques,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,partes,,,,
fortes,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agüentá,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,pudemos,,
,banho,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,jejum,,,,,
,,,,,,,,,,,,,,,,,jejum,,,,,,
,,,,,,imposto,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,calasse,,,,,,,
falasse,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anzol,,,,,,,,,,,,,,
fisgar,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,iguais,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,nestes,,,,,,,,,,
,,,,,,,destes,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,vença,,,,,,,,,
,,,,,,,,,,,,,noventa,,,,,,,,,,
,,,,,,,,,,,,,nove,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,pastando,,,,
,,,,,,,,,arca,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,cerca,,,,,,,
,,,,,,,,,armada,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,pagão,,,,
,,,,,,,devo,,,,,,,,,,,,,,,,
,,,,,,,,,acerto,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,começo,,,,,,,
,,,,,,,dívida,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ciência,,,,,,,
,,,,,,,,,,,,,,,,,,,pagarei,,,,
,,,,,,,,,adi,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,pagasse,,,,
,,,,,,,deveria,,,,,,,,,,,,,,,,
,,,,,,,,,,,criador,,,,,,,,,,,,
,,,,,,,,,,,,,,,,criador,,,,,,,
,,,,,,,,,,,,,,,,,,,,,pureza,,
,,,,,,,dureza,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,capazes,,,,,,,
,,,,,,,,,,,,,,,,casam,,,,,,,
,,,,,,,,,aceite,,,,,,,,,,,,,,
fizeram,,,,,,,,,,,,,,,,,,,,,,,
falso,,,,,,,,,,,,,,,,,,,,,,,
falta,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agulha,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,casas,,,,,,,
,,,,,,irmãs,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,costume,,,,,,,
falhar,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,cercado,,,,,,,
,,,,,,,,,,,,,,,,,justo,,,,,,
,,,,,,,,,,,,,,,,chame,,,,,,,
,,,,,,injusto,,,,,,,,,,,,,,,,,
,,,,,,inveja,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,curvou,,,,,,,
,,,,,,,,,,,,,,,,cálice,,,,,,,
,,,,,,,,,,,,,,,,,,jericó,,,,,
,,,,,,,,,,,,,,,,,jericó,,,,,,
,betfagé,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,capas,,,,,,,
,,,,,,,,,,,,,,vendiam,,,,,,,,,
,,,,,,,,,,,,,,,,cortado,,,,,,,
,,,,,,,,,,abençoe,,,,,,,,,,,,,
,,,,,,,,,abençoe,,,,,,,,,,,,,,
,,,,,,,,,alturas,,,,,,,,,,,,,,
,,,,,,,,,agitada,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,passagem,,,,
,betânia,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,passou,,,,
folhas,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,crerem,,,,,,,
faço,,,,,,,,,,,,,,,,,,,,,,,
,batizar,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,corre,,,,,,,
,,,,,,,,,,,,,,vigia,,,,,,,,,
,,,,,,,,,,,,,,viajar,,,,,,,,,
,bateram,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,certeza,,,,,,,
,,,,,,,,,,,,,,,,cabiam,,,,,,,
,,,,,,,,,achava,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,convite,,,,,,,
fazenda,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,armazém,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,pareciam,,,,
,,,,,,,,,,,,,notou,,,,,,,,,,
,,,,,,,,,andaram,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,partido,,,,
,,,,,,importa,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,julga,,,,,,
,bebeu,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,viúva,,,,,,,,,
,,,,,,,,,,,,,,,,casaram,,,,,,,
,,,,,,,,,,,,,,,,casará,,,,,,,
falarem,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,calarem,,,,,,,
,baseiam,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,inspirado,,,,,,,,,,,
,,,,,,,,,,,,,,,,,juntas,,,,,,
,,,,,,imitem,,,,,,,,,,,,,,,,,
,,,,,,,,,amarram,,,,,,,,,,,,,,
fardos,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,dardos,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,costas,,,,,,,
,,,,,,,,,ajudam,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,copiam,,,,,,,
,braços,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,amados,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,chamem,,,,,,,
fecham,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,deixam,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,viúvas,,,,,,,,,
,,,,,,,,,,,,,,viajam,,,,,,,,,
,,,,,,,,,adora,,,,,,,,,,,,,,
,,,,,,,décima,,,,,,,,,,,,,,,,
,,,,,,,doce,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,cominho,,,,,,,
,,,,,,,,,,,,,,,,,justos,,,,,,
fariseu,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,parecem,,,,
,bonitos,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,passos,,,,
,,,,,,,,,,,,,,,,correto,,,,,,,
,,,,,,,,,,,,,,,,,,,,,pusemos,,
,,,,,,,,,,,,,,vivido,,,,,,,,,
,,,,,,,,,,,,,nossos,,,,,,,,,,
,,,,,,iríamos,,,,,,,,,,,,,,,,,
,,,,,baraquias,,,,,,,,,,,,,,,,,,
,,,,,,,,abraçar,,,,,,,,,,,,,,,
,,,,,,,,,,abraçar,,,,,,,,,,,,,
,,,,,,,,,abraçar,,,,,,,,,,,,,,
,,,,,,,,,ajunta,,,,,,,,,,,,,,
,,,atenção,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,atenção,,,,,,,,,,,,,,
,,,,,,,,,agindo,,,,,,,,,,,,,,
,,,atacará,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,atacará,,,,,,,,,,,,,,
,,,,,,,,,,,criada,,,,,,,,,,,,
,,,,,,,daniel,,,,,,,,,,,,,,,,
fontes,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agir,,,,,,,,,,,,,,
fugir,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,inverno,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,criou,,,,,,,
,,,,,,,,,,abalados,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,calados,,,,,,,
,,,,,,,,,,,,,nuvens,,,,,,,,,,
,,,,,,,,,,,,,,verdes,,,,,,,,,
,,,,,,,,,,,,,,,,começam,,,,,,,
,brotar,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,começar,,,,,,,
,,,,,,,,,,,,,,vivos,,,,,,,,,
,,,ativos,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,noé,,,,,,,,,,
,,,,,,,dilúvio,,,,,,,,,,,,,,,,
,bebia,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,casavam,,,,,,,
,barca,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,puxado,,
,,,,,,,deixado,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,cevada,,,,,,,
,,,,,,,deixada,,,,,,,,,,,,,,,,
ficaria,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,carrega,,,,,,,
,bêbados,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,voltará,,,,,,,,,
,,,,,,,,,,,,,,,,comprar,,,,,,,
,,,,,,,,,,,,,,,,colho,,,,,,,
,,,,,,,,,,,,,,,,,juros,,,,,,
,,,,,,,duros,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,vier,,,,,,,,,
,,,,,,,,,,,,,,,,cabras,,,,,,,
,bebam,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,visitar,,,,,,,,,
fomos,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,visitá,,,,,,,,,
ficado,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,palácio,,,,
,,,,,,,,,,,,,,,,caifás,,,,,,,
,,,,,,,durante,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,casco,,,,,,,
frasco,,,,,,,,,,,,,,,,,,,,,,,
fortuna,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,criado,,,,,,,,,,,,
,,,,,,,demorar,,,,,,,,,,,,,,,,
,,,,,,,,,achando,,,,,,,,,,,,,,
,,,,,,,,,,,,,nascido,,,,,,,,,,
,,,,,,,,,,,,,,,,comam,,,,,,,
,,,,,,,,,aliança,,,,,,,,,,,,,,
,beberei,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,canções,,,,,,,
falo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,conhece,,,,,,,
,,,,,,,,,,,,,,,,conheço,,,,,,,
,,,,,,,,,aflição,,,,,,,,,,,,,,
,basta,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afasta,,,,,,,,,,,,,,
,,,,,,,,,,,,,,vigiar,,,,,,,,,
,,,,,,,,,,,,,,vigiem,,,,,,,,,
,beba,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,abertos,,,,,,,,,,,,,,
,beijar,,,,,,,,,,,,,,,,,,,,,,
,beijou,,,,,,,,,,,,,,,,,,,,,,
,,,atacou,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,atacou,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,cortou,,,,,,,
,bandido,,,,,,,,,,,,,,,,,,,,,,
falsa,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,abalado,,,,,,,,,,,,,
falado,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,calado,,,,,,,
,bateu,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,chorou,,,,,,,
,,,,,,,,,,,,,,,,,jogou,,,,,,
,,,,,,,,,,,,,,,,cujo,,,,,,,
faixa,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,caixa,,,,,,,
,,,,,,,,,assunto,,,,,,,,,,,,,,
,,,,,,,,,acusado,,,,,,,,,,,,,,
,,,,,,,,,amava,,,,,,,,,,,,,,
,,,,,barrabás,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,cri,,,,,,,
,,,,,,,,,,abri,,,,,,,,,,,,,
,,,,,,,,,,,crime,,,,,,,,,,,,
,,,,,,,,,,,,,,,,crime,,,,,,,
,,,,,,,,,,,,,,,,cavou,,,,,,,
,,,,,,,,,,,,,,,,coroa,,,,,,,
,bastão,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,cuspiam,,,,,,,
,,,,,,,,,,,,,,,,caçoado,,,,,,,
,,,,,,,,,,,,,,,,cirene,,,,,,,
,,,,,,,,,,,,,,,,cruz,,,,,,,
,,,,,,,,,,,,,,,,caveira,,,,,,,
,,,,,,,,,,,,,,,,,,,partiram,,,,
,,,,,,,,,,,,,,virando,,,,,,,,,
,,,atleta,,,,,,,,,,,,,,,,,,,,
,,,,,,,desça,,,,,,,,,,,,,,,,
,,,,,,,,,,,cresça,,,,,,,,,,,,
,,,,,,,,,,,,,,,,confiou,,,,,,,
,,,,,,,,,,,,,nessas,,,,,,,,,,
,,,,,,,dessas,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,comum,,,,,,,
,,,,,,,,,,,,,,,,cortina,,,,,,,
,,,,,,,,,,,,,,voto,,,,,,,,,
,,,,,,,,,ajudado,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,pagassem,,,,
,,,,,,,,,,,,,,,,cavado,,,,,,,
fechar,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,paramos,,,,
fizerem,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,dizerem,,,,,,,,,,,,,,,,
,,,,,,,domingo,,,,,,,,,,,,,,,,
,,,,,,,,abraçaram,,,,,,,,,,,,,,,
,boato,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,dúvidas,,,,,,,,,,,,,,,,
,,,,,,,,,,abaixar,,,,,,,,,,,,,
,,,,,,,,,abaixar,,,,,,,,,,,,,,
feias,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,creiam,,,,,,,
,,,,,,,,,ajudou,,,,,,,,,,,,,,
,,,,,,,deixava,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,juraram,,,,,,
,,,,,,,duraram,,,,,,,,,,,,,,,,
ficava,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,abertura,,,,,,,,,,,,,
,,,,,,iduméia,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,caíam,,,,,,,
,buscá,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,dividir,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,cometem,,,,,,,
,,,,,,,,,,,,,,,,chamá,,,,,,,
,,,,,,,,,,,,insistem,,,,,,,,,,,
,brota,,,,,,,,,,,,,,,,,,,,,,
fruto,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,achem,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,começa,,,,,,,
,,,,,,,,,,,,,,,,cortá,,,,,,,
foice,,,,,,,,,,,,,,,,,,,,,,,
falava,,,,,,,,,,,,,,,,,,,,,,,
,barcos,,,,,,,,,,,,,,,,,,,,,,
ficando,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,detrás,,,,,,,,,,,,,,,,
,brasa,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,dominá,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,passava,,,,
ferindo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,joelhos,,,,,,
,,,,,,,,,,,,,,,,comando,,,,,,,
,,,,,,,,,,,,,,,,campos,,,,,,,
,,,,,,,,,,,,,,,,caísse,,,,,,,
,,,,,,,,,,,,,,,,contava,,,,,,,
,,,,,,,,,,,,,,,,,jairo,,,,,,
,,,,,,,,,,,,,,,,caído,,,,,,,
,,,,,,,,,atirou,,,,,,,,,,,,,,
,,,,,,,,,,aborreça,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,cumi,,,,,,,
,,,,,,,,,,,,,,,,calçar,,,,,,,
,,,,,,,,,,,,,,,,caírem,,,,,,,
,,,,,,,,,,,criaram,,,,,,,,,,,,
,,,,,,,,,,,,,,,,curavam,,,,,,,
,,,,,,,,,azeite,,,,,,,,,,,,,,
falhado,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,andei,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,casado,,,,,,,
furiosa,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,altos,,,,,,,,,,,,,,
,,,,,,,dividiu,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,camas,,,,,,,
,,,,,,,,,,,,,,vendas,,,,,,,,,
,,,,,,impuras,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,copos,,,,,,,
,,,,,,,,,,,,,,,,carros,,,,,,,
,,,,,,,,,,,,,,,,,jarros,,,,,,
,,,,,,,,,afastou,,,,,,,,,,,,,,
fazê,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,comidos,,,,,,,
,,,,,,,,,avareza,,,,,,,,,,,,,,
fenícia,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,deitada,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,pusesse,,
,,,,,,,,,,,,,,,,cuspiu,,,,,,,
,,,,,,,,,,,,,,vejo,,,,,,,,,
,,,,,,,,,,,,,,,,clareza,,,,,,,
,branca,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ataca,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,puxando,,
,,,,,,,,abraçando,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,vermes,,,,,,,,,
,,,,,,,devoram,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,correm,,,,,,,
,,,,,,,,,,,,,,vivam,,,,,,,,,
,,,,,,,,,,,criadas,,,,,,,,,,,,
,,,,,,,,,,,,,,,,criadas,,,,,,,
,,,,,,,,abraçou,,,,,,,,,,,,,,,
,,,,,,,,,,abraçou,,,,,,,,,,,,,
,,,,,,,,,abraçou,,,,,,,,,,,,,,
,,,,,,,,,,abençoou,,,,,,,,,,,,,
,,,,,,,,,achou,,,,,,,,,,,,,,
fechou,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,cuspir,,,,,,,
,,,,,,,,,,abismo,,,,,,,,,,,,,
,batismo,,,,,,,,,,,,,,,,,,,,,,
,,,,,bartimeu,,,,,,,,,,,,,,,,,,
,,,,,,,,,animal,,,,,,,,,,,,,,
forças,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,amamos,,,,,,,,,,,,,,
,,,,,,,,,,,,,,viaja,,,,,,,,,
,,,,,,,,,,,,,nardo,,,,,,,,,,
,,,,,,,,,ajudá,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jovem,,,,,,
,bendito,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,cobriam,,,,,,,
,,,,,,,dúvida,,,,,,,,,,,,,,,,
faziam,,,,,,,,,,,,,,,,,,,,,,,
,,,atiçaram,,,,,,,,,,,,,,,,,,,,
